selector,protocol,class,package
"font","accessing","StringMorph","Morphic-Basic"
"fullBounds","layout","StringMorph","Morphic-Basic"
"fitContents","accessing","StringMorph","Morphic-Basic"
"cancelEdits","editing","StringMorph","Morphic-Basic"
"interimContents:","accessing","StringMorph","Morphic-Basic"
"forwardDirection:","t-rotating","StringMorph","Morphic-Basic"
"launchMiniEditor:","editing","StringMorph","Morphic-Basic"
"doneWithEdits","editing","StringMorph","Morphic-Basic"
"minimumWidth","accessing","StringMorph","Morphic-Basic"
"isEditable:","*Polymorph-Widgets","StringMorph","Morphic-Basic"
"privateSetContents:","private","StringMorph","Morphic-Basic"
"printOn:","printing","StringMorph","Morphic-Basic"
"setDirectionFrom:","t-rotating","StringMorph","Morphic-Basic"
"fontName:size:","accessing","StringMorph","Morphic-Basic"
"lookTranslucent","drawing","StringMorph","Morphic-Basic"
"wouldAcceptKeyboardFocus","event handling","StringMorph","Morphic-Basic"
"widthToDisplayInList:","*Morphic-Widgets","StringMorph","Morphic-Basic"
"acceptContents","editing","StringMorph","Morphic-Basic"
"addCustomMenuItems:hand:","menu","StringMorph","Morphic-Basic"
"emphasisChoices","menu","StringMorph","Morphic-Basic"
"paneColor","*Polymorph-Widgets","StringMorph","Morphic-Basic"
"heading","t-rotating","StringMorph","Morphic-Basic"
"drawDropShadowOn:","drawing","StringMorph","Morphic-Basic"
"valueFromContents","accessing","StringMorph","Morphic-Basic"
"heightToDisplayInList:","*Morphic-Widgets","StringMorph","Morphic-Basic"
"minHeight","*Polymorph-Widgets","StringMorph","Morphic-Basic"
"mouseDown:","*Polymorph-Widgets","StringMorph","Morphic-Basic"
"acceptValue:","editing","StringMorph","Morphic-Basic"
"changeEmphasis","menu","StringMorph","Morphic-Basic"
"contents:","accessing","StringMorph","Morphic-Basic"
"fontToUse","accessing","StringMorph","Morphic-Basic"
"contents","accessing","StringMorph","Morphic-Basic"
"setWidth:","*Polymorph-Widgets","StringMorph","Morphic-Basic"
"rotationDegrees","t-rotating","StringMorph","Morphic-Basic"
"emphasis","accessing","StringMorphAttributeScanner","Morphic-Text Support"
"kern","accessing","StringMorphAttributeScanner","Morphic-Text Support"
"indent","accessing","StringMorphAttributeScanner","Morphic-Text Support"
"textColor","accessing","StringMorphAttributeScanner","Morphic-Text Support"
"initializeFromStringMorph:","string morph","StringMorphAttributeScanner","Morphic-Text Support"
"setFont:","scanning","StringMorphAttributeScanner","Morphic-Text Support"
"alignment","accessing","StringMorphAttributeScanner","Morphic-Text Support"
"actualFont","accessing","StringMorphAttributeScanner","Morphic-Text Support"
"fontNumber","accessing","StringMorphAttributeScanner","Morphic-Text Support"
"addEmphasis:","scanning","StringMorphAttributeScanner","Morphic-Text Support"
"setActualFont:","scanning","StringMorphAttributeScanner","Morphic-Text Support"
"textColor:","scanning","StringMorphAttributeScanner","Morphic-Text Support"
"initialize","initialization","StringMorphAttributeScanner","Morphic-Text Support"
"setAlignment:","scanning","StringMorphAttributeScanner","Morphic-Text Support"
"font","accessing","StringMorphAttributeScanner","Morphic-Text Support"
"indentationLevel:","scanning","StringMorphAttributeScanner","Morphic-Text Support"
"textStyle","accessing","StringMorphAttributeScanner","Morphic-Text Support"
"addKern:","scanning","StringMorphAttributeScanner","Morphic-Text Support"
"initialize","display","StringMorphEditor","Morphic-Text Support"
"canChangeText","testing","StringMorphEditor","Morphic-Text Support"
"drawOn:","drawing","StringMorphEditor","Morphic-Text Support"
"keyboardFocusChange:","event handling","StringMorphEditor","Morphic-Text Support"
"keyStroke:","event handling","StringMorphEditor","Morphic-Text Support"
"testAllButLast","tests - subcollections access","StringTest","CollectionsTests-Strings"
"testsEndsWith","tests - begins ends with","StringTest","CollectionsTests-Strings"
"testCopyReplaceAllWith1Occurence","tests - copying with replacement","StringTest","CollectionsTests-Strings"
"testHasEqualElementsOfIdenticalCollectionObjects","tests - equality","StringTest","CollectionsTests-Strings"
"testWthNoLineLongerThan","testing - lines","StringTest","CollectionsTests-Strings"
"testLastIndexOf","tests - index access","StringTest","CollectionsTests-Strings"
"test0FixtureCopyWithReplacementTest","tests - fixture","StringTest","CollectionsTests-Strings"
"moreThan4Elements","requirements","StringTest","CollectionsTests-Strings"
"secondIndex","requirements","StringTest","CollectionsTests-Strings"
"testFirstNElements","tests - subcollections access","StringTest","CollectionsTests-Strings"
"testWithSqueakLineEndings","testing - internet","StringTest","CollectionsTests-Strings"
"collectionWith2TimeSubcollection","requirements","StringTest","CollectionsTests-Strings"
"testFromToPut","tests - puting with indexes","StringTest","CollectionsTests-Strings"
"testCopyWithoutFirst","tests - copying with or without","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy15","testing - tokenizing","StringTest","CollectionsTests-Strings"
"test0TStructuralEqualityTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testIntersectionTwoSimilarElementsInIntersection","tests - set arithmetic","StringTest","CollectionsTests-Strings"
"testWithFirstCharacterDownshifted","tests - converting","StringTest","CollectionsTests-Strings"
"unsortedCollection","requirements","StringTest","CollectionsTests-Strings"
"testLastIndexOfDuplicate","tests - index accessing for multipliness","StringTest","CollectionsTests-Strings"
"testBefore","tests - element accessing","StringTest","CollectionsTests-Strings"
"testAsSortedArray","tests - as sorted collection","StringTest","CollectionsTests-Strings"
"collectionWithoutEqualElements","requirements","StringTest","CollectionsTests-Strings"
"testAsArray","tests - converting","StringTest","CollectionsTests-Strings"
"testWith","test - creation","StringTest","CollectionsTests-Strings"
"testIncludesAnyNoneThere","tests - includes","StringTest","CollectionsTests-Strings"
"testUnescapePercents","tests - converting","StringTest","CollectionsTests-Strings"
"testUnionOfEmpties","tests - set arithmetic","StringTest","CollectionsTests-Strings"
"testFindFirst","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"testCopyUpToWithDuplicate","tests - copying part of sequenceable for multipliness","StringTest","CollectionsTests-Strings"
"testOFixtureReplacementSequencedTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testWithIndexCollect","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"firstIndex","requirements","StringTest","CollectionsTests-Strings"
"testCopyNotSame","tests - copy","StringTest","CollectionsTests-Strings"
"testWithUnixLineEndings","testing - internet","StringTest","CollectionsTests-Strings"
"testPrintElementsOn","tests - printing","StringTest","CollectionsTests-Strings"
"testsEndsWithEmpty","tests - begins ends with","StringTest","CollectionsTests-Strings"
"testCopyWithSequenceable","tests - copying with or without","StringTest","CollectionsTests-Strings"
"testConcatenationWithEmpty","tests - concatenation","StringTest","CollectionsTests-Strings"
"anotherElementNotIn","tests - includes","StringTest","CollectionsTests-Strings"
"testCopyUpToLastWithDuplicate","tests - copying part of sequenceable for multipliness","StringTest","CollectionsTests-Strings"
"testSwapWith","tests - puting with indexes","StringTest","CollectionsTests-Strings"
"test0FixtureIterateSequencedReadableTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testAtAllIndexesPut","tests - puting with indexes","StringTest","CollectionsTests-Strings"
"testAsStringOnDelimiterLastEmpty","tests - comma and delimiter","StringTest","CollectionsTests-Strings"
"collectionWith1TimeSubcollection","requirements","StringTest","CollectionsTests-Strings"
"testAtAllPut","tests - puting with indexes","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy22","testing - tokenizing","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy16","testing - tokenizing","StringTest","CollectionsTests-Strings"
"testFormatFailures","testing - formatting","StringTest","CollectionsTests-Strings"
"testAtOutOfBounds","tests - element accessing","StringTest","CollectionsTests-Strings"
"testOfSize","test - creation","StringTest","CollectionsTests-Strings"
"testOccurrencesOfEmpty","tests - occurrencesOf","StringTest","CollectionsTests-Strings"
"testCopyEmpty","tests - copy - clone","StringTest","CollectionsTests-Strings"
"testWithCollect","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"testAsStringOnDelimiterLastOne","tests - comma and delimiter","StringTest","CollectionsTests-Strings"
"testTrimRight","testing - converting","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy23","testing - tokenizing","StringTest","CollectionsTests-Strings"
"test0FixtureSetAritmeticTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testPrintOnDelimiter","tests - printing","StringTest","CollectionsTests-Strings"
"collectionWithoutNilElements","requirements","StringTest","CollectionsTests-Strings"
"test0FixturePutTest","tests - fixture","StringTest","CollectionsTests-Strings"
"test0FixtureTConvertTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testEquality","testing","StringTest","CollectionsTests-Strings"
"valueArray","requirements","StringTest","CollectionsTests-Strings"
"testUnescapePercentsWithTextEncoding","tests - converting","StringTest","CollectionsTests-Strings"
"testReplaceFromToWithStartingAt","tests - replacing","StringTest","CollectionsTests-Strings"
"testAsStringOnDelimiterMore","tests - comma and delimiter","StringTest","CollectionsTests-Strings"
"anIndex","requirements","StringTest","CollectionsTests-Strings"
"collectionMoreThan5Elements","requirements","StringTest","CollectionsTests-Strings"
"testDetectSequenced","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"testIdentityIncludesNonSpecificComportement","tests - includes","StringTest","CollectionsTests-Strings"
"testNumArgs","testing","StringTest","CollectionsTests-Strings"
"testWithBlanksCondensed","testing - converting","StringTest","CollectionsTests-Strings"
"test0FixtureAsStringCommaAndDelimiterTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testWithSeparatorsCompacted","testing - converting","StringTest","CollectionsTests-Strings"
"collectionMoreThan1NoDuplicates","requirements","StringTest","CollectionsTests-Strings"
"testSorted","tests - sorting","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy09","testing - tokenizing","StringTest","CollectionsTests-Strings"
"testIncludesAnyAllThere","tests - includes","StringTest","CollectionsTests-Strings"
"testLineNumber","testing - lines","StringTest","CollectionsTests-Strings"
"elementToAdd","test - copy","StringTest","CollectionsTests-Strings"
"testTrimLeft","testing - converting","StringTest","CollectionsTests-Strings"
"testPairsDo","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"testLastNElements","tests - subcollections access","StringTest","CollectionsTests-Strings"
"testCollectFromTo","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"testPrintNameOn","tests - printing","StringTest","CollectionsTests-Strings"
"test0SortingArrayedTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testCopyReplaceAllWithManyOccurence","tests - copying with replacement","StringTest","CollectionsTests-Strings"
"testEqualSignIsTrueForNonIdenticalButEqualCollections","test - equality","StringTest","CollectionsTests-Strings"
"testFindFirstInString","tests - indexof","StringTest","CollectionsTests-Strings"
"elementInForElementAccessing","requirements","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy07","testing - tokenizing","StringTest","CollectionsTests-Strings"
"testCopyReplaceFromToWithInsertion","tests - copying with replacement","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy02","testing - tokenizing","StringTest","CollectionsTests-Strings"
"newElement","requirements","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy10","testing - tokenizing","StringTest","CollectionsTests-Strings"
"testAsCommaStringMore","tests - comma and delimiter","StringTest","CollectionsTests-Strings"
"testIndexOfStartingAtDuplicate","tests - index accessing for multipliness","StringTest","CollectionsTests-Strings"
"testReplaceFromToWith","tests - replacing","StringTest","CollectionsTests-Strings"
"testCopyNonEmptyWith","tests - copy","StringTest","CollectionsTests-Strings"
"testWriteStreamConvertsToWideString","tests - converting","StringTest","CollectionsTests-Strings"
"testCopyAfterLastEmpty","tests - copying part of sequenceable","StringTest","CollectionsTests-Strings"
"testCopyNonEmptyWithoutAllNotIncluded","tests - copy","StringTest","CollectionsTests-Strings"
"testCopyEmptyMethod","tests - copying part of sequenceable","StringTest","CollectionsTests-Strings"
"testIdentityIndexOfIAbsent","tests - index access","StringTest","CollectionsTests-Strings"
"testAtAllPutAll","tests - puting with indexes","StringTest","CollectionsTests-Strings"
"collectionWithEqualElements","requirements","StringTest","CollectionsTests-Strings"
"testIndexOfSubCollectionStartingAt","tests - index access","StringTest","CollectionsTests-Strings"
"collectionWithSortableElements","requirements","StringTest","CollectionsTests-Strings"
"testCopyAfterWithDuplicate","tests - copying part of sequenceable for multipliness","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy13","testing - tokenizing","StringTest","CollectionsTests-Strings"
"testAsSortedCollectionWithSortBlock","tests - as sorted collection","StringTest","CollectionsTests-Strings"
"test0FixtureTConvertAsSetForMultiplinessTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testSortedUsingBlock","tests - sorting","StringTest","CollectionsTests-Strings"
"testIdentityIndexOf","tests - index access","StringTest","CollectionsTests-Strings"
"testWithAll","test - creation","StringTest","CollectionsTests-Strings"
"test0FixtureIndexAccessTest","tests - fixture","StringTest","CollectionsTests-Strings"
"test0FixtureOccurrencesTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy25","testing - tokenizing","StringTest","CollectionsTests-Strings"
"testWithoutPeriodSuffix","testing - converting","StringTest","CollectionsTests-Strings"
"testCopyCreatesNewObject","tests - copy - clone","StringTest","CollectionsTests-Strings"
"testWithDo","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"testAllButFirstDo","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"secondCollection","requirements","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy08","testing - tokenizing","StringTest","CollectionsTests-Strings"
"testWithDoError","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"testAtWrap","tests - element accessing","StringTest","CollectionsTests-Strings"
"testCopyNonEmptyWithout","tests - copy","StringTest","CollectionsTests-Strings"
"testCopyNonEmptyWithoutNotIncluded","tests - copy","StringTest","CollectionsTests-Strings"
"testConcatenation","tests - concatenation","StringTest","CollectionsTests-Strings"
"sortedInAscendingOrderCollection","requirements","StringTest","CollectionsTests-Strings"
"testLinesDoWithCr","tests - line breaking","StringTest","CollectionsTests-Strings"
"testIntersectionItself","tests - set arithmetic","StringTest","CollectionsTests-Strings"
"testKeysAndValuesDo","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"testAsOrderedCollection","tests - converting","StringTest","CollectionsTests-Strings"
"elementTwiceInForOccurrences","requirements","StringTest","CollectionsTests-Strings"
"testOccurrencesOf","tests - occurrencesOf","StringTest","CollectionsTests-Strings"
"test0CopyTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testStreamContentsProtocol","as yet unclassified","StringTest","CollectionsTests-Strings"
"indexInNonEmpty","requirements","StringTest","CollectionsTests-Strings"
"testCapitalized","tests - converting","StringTest","CollectionsTests-Strings"
"testsBeginsWithEmpty","tests - begins ends with","StringTest","CollectionsTests-Strings"
"test0FixtureSequencedConcatenationTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testsBeginsWith","tests - begins ends with","StringTest","CollectionsTests-Strings"
"testAsSortedCollection","tests - as sorted collection","StringTest","CollectionsTests-Strings"
"testCopyEmptyWithout","tests - copy","StringTest","CollectionsTests-Strings"
"testHasEqualElements","tests - equality","StringTest","CollectionsTests-Strings"
"testHasEqualElementsIsTrueForNonIdenticalButEqualCollections","tests - equality","StringTest","CollectionsTests-Strings"
"collectionClass","test - set arithmetic","StringTest","CollectionsTests-Strings"
"nonEmpty1Element","requirements","StringTest","CollectionsTests-Strings"
"testEqualSign","test - equality","StringTest","CollectionsTests-Strings"
"testUnion","tests - set arithmetic","StringTest","CollectionsTests-Strings"
"testCopyReplaceFromToWith","tests - copying with replacement","StringTest","CollectionsTests-Strings"
"testDo","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"test0TSequencedStructuralEqualityTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy12","testing - tokenizing","StringTest","CollectionsTests-Strings"
"testTrimmed","tests - copying","StringTest","CollectionsTests-Strings"
"testShuffled","tests - copying same contents","StringTest","CollectionsTests-Strings"
"testCopySameClass","tests - copy","StringTest","CollectionsTests-Strings"
"testAfter","tests - element accessing","StringTest","CollectionsTests-Strings"
"testCopyAfter","tests - copying part of sequenceable","StringTest","CollectionsTests-Strings"
"testAllButFirstNElements","tests - subcollections access","StringTest","CollectionsTests-Strings"
"oldSubCollection","requirements","StringTest","CollectionsTests-Strings"
"testIsSortedBy","tests - sorting","StringTest","CollectionsTests-Strings"
"test0FixturePrintTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testLineCorrespondingToIndex","testing - lines","StringTest","CollectionsTests-Strings"
"testReverseWithDo","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"testCopyFromTo","tests - copying part of sequenceable","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy21","testing - tokenizing","StringTest","CollectionsTests-Strings"
"testIncludesAllNoneThere","tests - includes","StringTest","CollectionsTests-Strings"
"testIndexOfStartingAt","tests - index access","StringTest","CollectionsTests-Strings"
"testKeysAndValuesDoEmpty","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"testIsAllDigits","testing","StringTest","CollectionsTests-Strings"
"elementNotInForElementAccessing","requirements","StringTest","CollectionsTests-Strings"
"testAsSetWithEqualsElements","tests - as set tests","StringTest","CollectionsTests-Strings"
"testPrintOnDelimiterLast","tests - printing","StringTest","CollectionsTests-Strings"
"testAsBag","tests - converting","StringTest","CollectionsTests-Strings"
"testCopyAfterLastWithDuplicate","tests - copying part of sequenceable for multipliness","StringTest","CollectionsTests-Strings"
"testCopyEmptyWith","tests - copy","StringTest","CollectionsTests-Strings"
"indexInForCollectionWithoutDuplicates","requirements","StringTest","CollectionsTests-Strings"
"howMany:in:","tests - fixture","StringTest","CollectionsTests-Strings"
"test0FixtureConverAsSortedTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy11","testing - tokenizing","StringTest","CollectionsTests-Strings"
"testStoreOn","tests - printing","StringTest","CollectionsTests-Strings"
"testIndexOfStartingAtIfAbsent","tests - index access","StringTest","CollectionsTests-Strings"
"testReplaceAllWith","tests - replacing","StringTest","CollectionsTests-Strings"
"testLinesDoWithCrLfBetween","tests - line breaking","StringTest","CollectionsTests-Strings"
"numberOfSimilarElementsInIntersection","tests - set arithmetic","StringTest","CollectionsTests-Strings"
"testOccurrencesOfForMultipliness","tests - occurrencesOf for multipliness","StringTest","CollectionsTests-Strings"
"testAtAll","tests - element accessing","StringTest","CollectionsTests-Strings"
"testLinesDoWithCrBetween","tests - line breaking","StringTest","CollectionsTests-Strings"
"assertNonDuplicatedContents:whenConvertedTo:","tests - converting","StringTest","CollectionsTests-Strings"
"testShallowCopy","tests - copying same contents","StringTest","CollectionsTests-Strings"
"testIndexOfIfAbsent","tests - index access","StringTest","CollectionsTests-Strings"
"testFindLastOccurenceOfStringStartingAt","testing","StringTest","CollectionsTests-Strings"
"test0FixtureCopyPartOfSequenceableTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testAsIdentitySet","tests - converting","StringTest","CollectionsTests-Strings"
"testComparing","test-comparing","StringTest","CollectionsTests-Strings"
"testAsSet","tests - converting","StringTest","CollectionsTests-Strings"
"testWithWithWith","test - creation","StringTest","CollectionsTests-Strings"
"testWithInternetLineEndings","testing - internet","StringTest","CollectionsTests-Strings"
"test0FixtureCopyWithOrWithoutSpecificElementsTest","tests - fixture","StringTest","CollectionsTests-Strings"
"elementNotInForIndexAccessing","requirements","StringTest","CollectionsTests-Strings"
"testMatch","test-comparing","StringTest","CollectionsTests-Strings"
"testUpTo","tests - converting","StringTest","CollectionsTests-Strings"
"firstCollection","requirements","StringTest","CollectionsTests-Strings"
"testStreamContentsSized","as yet unclassified","StringTest","CollectionsTests-Strings"
"testWithoutLeadingDigits","testing - converting","StringTest","CollectionsTests-Strings"
"testLinesDo","testing - lines","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy05","testing - tokenizing","StringTest","CollectionsTests-Strings"
"testIncludesElementIsThere","tests - includes","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy26","testing - tokenizing","StringTest","CollectionsTests-Strings"
"testDifferenceWithSeparateCollection","tests - set arithmetic","StringTest","CollectionsTests-Strings"
"testSortUsingSortBlock","tests - sorting","StringTest","CollectionsTests-Strings"
"testFormat","testing - formatting","StringTest","CollectionsTests-Strings"
"testTrimBoth","testing - converting","StringTest","CollectionsTests-Strings"
"testIndexOfSubCollectionStartingAtIfAbsent","tests - index access","StringTest","CollectionsTests-Strings"
"collectionWithElement","requirements","StringTest","CollectionsTests-Strings"
"withEqualElements","requirements","StringTest","CollectionsTests-Strings"
"testAtLastError","tests - element accessing","StringTest","CollectionsTests-Strings"
"testCopyUpToLastEmpty","tests - copying part of sequenceable","StringTest","CollectionsTests-Strings"
"testCopyUpToLast","tests - copying part of sequenceable","StringTest","CollectionsTests-Strings"
"test0FixtureCloneTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testPrintOn","tests - printing","StringTest","CollectionsTests-Strings"
"testAtPutTwoValues","tests - at put","StringTest","CollectionsTests-Strings"
"testCopyUpTo","tests - copying part of sequenceable","StringTest","CollectionsTests-Strings"
"testAsCamelCase","testing - converting","StringTest","CollectionsTests-Strings"
"collectionWithElementsToRemove","requirements","StringTest","CollectionsTests-Strings"
"testReversed","tests - copying same contents","StringTest","CollectionsTests-Strings"
"testLast","tests - element accessing","StringTest","CollectionsTests-Strings"
"testAsStringOnDelimiterLastMore","tests - comma and delimiter","StringTest","CollectionsTests-Strings"
"test0FixtureIncludeTest","tests - fixture","StringTest","CollectionsTests-Strings"
"test0FixtureIndexAccessFotMultipliness","tests - fixture","StringTest","CollectionsTests-Strings"
"testIncludesElementIsNotThere","tests - includes","StringTest","CollectionsTests-Strings"
"testSpace","testing - instance creation","StringTest","CollectionsTests-Strings"
"replacementCollection","requirements","StringTest","CollectionsTests-Strings"
"testCopyWithoutIndex","tests - copying with or without","StringTest","CollectionsTests-Strings"
"collectionWithSameAtEndAndBegining","requirements","StringTest","CollectionsTests-Strings"
"testLastIndexOfStartingAtDuplicate","tests - index accessing for multipliness","StringTest","CollectionsTests-Strings"
"testCopyAfterEmpty","tests - copying part of sequenceable","StringTest","CollectionsTests-Strings"
"testAtWrapPut","tests - puting with indexes","StringTest","CollectionsTests-Strings"
"testReverseDo","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"integerCollectionWithoutEqualElements","requirements","StringTest","CollectionsTests-Strings"
"testCopyEquals","tests - copy","StringTest","CollectionsTests-Strings"
"testWithNoLineLongerThan","tests - converting","StringTest","CollectionsTests-Strings"
"testIndexOfDuplicate","tests - index accessing for multipliness","StringTest","CollectionsTests-Strings"
"testCopyEmptyWithoutAll","tests - copy","StringTest","CollectionsTests-Strings"
"testAtPin","tests - element accessing","StringTest","CollectionsTests-Strings"
"testCopyNonEmptyWithoutAll","tests - copy","StringTest","CollectionsTests-Strings"
"testAtLastIfAbsent","tests - element accessing","StringTest","CollectionsTests-Strings"
"testCopyAfterLast","tests - copying part of sequenceable","StringTest","CollectionsTests-Strings"
"testAllButLastNElements","tests - subcollections access","StringTest","CollectionsTests-Strings"
"testFindFirstNotIn","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"testAfterIfAbsent","tests - element accessing","StringTest","CollectionsTests-Strings"
"assertNoDuplicates:whenConvertedTo:","tests - converting","StringTest","CollectionsTests-Strings"
"test0FixtureOccurrencesForMultiplinessTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testForceToPaddingWith","tests - copying with or without","StringTest","CollectionsTests-Strings"
"testAsCommaStringEmpty","tests - comma and delimiter","StringTest","CollectionsTests-Strings"
"nonEmpty","requirements","StringTest","CollectionsTests-Strings"
"testFindLast","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"test0FixtureCreationWithTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testEqualSignIsTrueForEmptyButNonIdenticalCollections","test - equality","StringTest","CollectionsTests-Strings"
"testFindSelector","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"testPadLeftToWith","testing","StringTest","CollectionsTests-Strings"
"testCopyNonEmpty","tests - copy - clone","StringTest","CollectionsTests-Strings"
"findFirstInString:fromString:","tests - indexof","StringTest","CollectionsTests-Strings"
"testAtPut","tests - at put","StringTest","CollectionsTests-Strings"
"testWithoutTrailingNewlines","tests - copying","StringTest","CollectionsTests-Strings"
"testReverseDoEmpty","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"testWithWith","test - creation","StringTest","CollectionsTests-Strings"
"testFirstSecondThird","tests - element accessing","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy03","testing - tokenizing","StringTest","CollectionsTests-Strings"
"testForceToPaddingStartWith","tests - copying with or without","StringTest","CollectionsTests-Strings"
"testIsLiteralSymbol","testing","StringTest","CollectionsTests-Strings"
"sizeCollection","requirements","StringTest","CollectionsTests-Strings"
"testPadRightToWith","testing","StringTest","CollectionsTests-Strings"
"testCopyWithFirst","tests - copying with or without","StringTest","CollectionsTests-Strings"
"aValue","requirements","StringTest","CollectionsTests-Strings"
"empty","requirements","StringTest","CollectionsTests-Strings"
"testAtLast","tests - element accessing","StringTest","CollectionsTests-Strings"
"testAsStringOnDelimiterEmpty","tests - comma and delimiter","StringTest","CollectionsTests-Strings"
"testZipped","tests - converting","StringTest","CollectionsTests-Strings"
"indexArray","requirements","StringTest","CollectionsTests-Strings"
"collection","tests - includes","StringTest","CollectionsTests-Strings"
"testAtLastPut","tests - puting with indexes","StringTest","CollectionsTests-Strings"
"testSort","tests - sorting","StringTest","CollectionsTests-Strings"
"anotherElementOrAssociationIn","requirements","StringTest","CollectionsTests-Strings"
"testIntersectionEmpty","tests - set arithmetic","StringTest","CollectionsTests-Strings"
"testWithoutTrailingDigits","testing - converting","StringTest","CollectionsTests-Strings"
"testIsSorted","tests - sorting","StringTest","CollectionsTests-Strings"
"testAtRandom","tests - element accessing","StringTest","CollectionsTests-Strings"
"assertSameContents:whenConvertedTo:","tests - converting","StringTest","CollectionsTests-Strings"
"testEqualSignForSequenceableCollections","tests - equality","StringTest","CollectionsTests-Strings"
"testStreamContents","as yet unclassified","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy14","testing - tokenizing","StringTest","CollectionsTests-Strings"
"testOccurrencesOfNotIn","tests - occurrencesOf","StringTest","CollectionsTests-Strings"
"test0FixtureBeginsEndsWithTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testDifferenceWithNonNullIntersection","tests - set arithmetic","StringTest","CollectionsTests-Strings"
"testAtIfAbsent","tests - element accessing","StringTest","CollectionsTests-Strings"
"collectionNotIncluded","requirements","StringTest","CollectionsTests-Strings"
"elementNotInForOccurrences","tests - includes","StringTest","CollectionsTests-Strings"
"testEqualSignOfIdenticalCollectionObjects","test - equality","StringTest","CollectionsTests-Strings"
"testIndexOf","tests - indexof","StringTest","CollectionsTests-Strings"
"test0FixtureSubcollectionAccessTest","tests - fixture","StringTest","CollectionsTests-Strings"
"anotherElementOrAssociationNotIn","requirements","StringTest","CollectionsTests-Strings"
"elementInForIndexAccessing","requirements","StringTest","CollectionsTests-Strings"
"test0FixtureSequencedElementAccessTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testLastIndexOfIfAbsentDuplicate","tests - index accessing for multipliness","StringTest","CollectionsTests-Strings"
"testIntersectionBasic","tests - set arithmetic","StringTest","CollectionsTests-Strings"
"testDifference","tests - set arithmetic","StringTest","CollectionsTests-Strings"
"anotherValue","requirements","StringTest","CollectionsTests-Strings"
"testAllButFirst","tests - subcollections access","StringTest","CollectionsTests-Strings"
"testAsIdentitySetWithEqualsElements","tests - as set tests","StringTest","CollectionsTests-Strings"
"testLineCount","testing - lines","StringTest","CollectionsTests-Strings"
"testLines","testing - lines","StringTest","CollectionsTests-Strings"
